Framework,8,16,32,64,128,256
lithium,1190,1371,1403,1405,1402,1389
symfony2,637,706,707,706,702,697
unfiltered,10372,24355,30272,30235,30200,30177
http-kit,15167,39710,57358,57365,57318,57135
kohana-raw,1733,2041,2148,2157,2155,2139
laravel-raw,1401,1609,1665,1651,1613,1569
codeigniter-raw,2975,3504,3679,3691,3672,3623
silex-raw,1461,1699,1719,1716,1713,1704
play1,7606,10124,10128,10099,10072,10061
rails-stripped-jruby,3522,3568,3443,3247,2907,2349
fuel,1200,1367,1406,1397,1401,1393
slim,2730,3262,3439,3495,3528,3455
dropwizard,9336,20114,31857,35955,35782,33592
micromvc,4281,6437,7147,7444,7329,7199
mojolicious-raw,3449,3728,3699,3706,3734,3776
silex,814,926,930,930,927,922
yesod-mongodb-raw,199,399,798,1595,3177,6307
bottle,4699,5011,5018,5016,5016,5007
compojure-raw,11983,24532,30793,31383,26901,24875
vertx,12737,21986,22544,22902,23316,24130
wicket,14895,33279,42739,44437,43656,41835
go,15624,32273,69120,79673,79345,78929
sinatra-ruby,4265,4539,4520,4521,4511,4474
sinatra-jruby,514,500,481,473,456,421
spring,14793,28874,35765,35743,35638,34003
tapestry,8954,19206,28874,32585,32645,30791
finagle-future-pool,7329,12128,12631,12987,13053,13066
nodejs-mongodb-raw,12541,22073,26761,26461,28316,28856
finagle,7638,12483,13272,13295,13241,13224
lift-stateless,2611,3202,3358,3363,3323,3318
nodejs-mysql-raw,8959,10382,12359,12141,12718,12750
onion-raw,17910,30546,34333,34820,34986,34972
cowboy,11860,21487,28129,28678,28623,28469
snap,5864,5467,6750,8025,5044,6001
cake,1005,1139,1150,1148,1148,1137
gemini,18939,44829,74434,91827,101091,95522
django,3182,3348,3349,3349,3346,3345
compojure,11459,20335,25525,27560,26303,24921
express-mongodb,8747,11739,13007,13590,14930,15449
grails,9533,14964,17379,17343,15690,14777
express-mysql,3222,4618,6381,7136,7943,8094
nodejs-mongodb,9945,14096,14136,16770,17394,17801
play-scala-mongodb,9568,16985,18620,18571,18419,18732
flask-mysql-raw,7850,8720,8735,8738,8741,8730
elli,12522,22679,30693,31164,31188,31028
dancer-raw,4696,5415,5405,5419,5416,5402
ringojs-convinient,5672,5699,5667,5686,5655,5888
ringojs-raw,13190,23556,27758,30697,31382,31997
phalcon,2448,4541,5240,5432,5470,5349
spark,839,841,840,825,812,804
kelp-raw,7017,8443,8333,8419,8523,8545
php,2537,3647,3986,4058,4026,3984
nodejs-mysql,3415,4870,6609,7982,8475,8730
play,4668,6151,6918,7175,7274,7279
php-raw,9860,21701,26612,27286,25919,26504
kohana,15587,33449,44575,46914,45873,43946
laravel,1195,1374,1406,1403,1403,1383
rails-jruby,3026,2990,2909,2752,2492,2050
rails-ruby,2809,2991,2986,2985,2958,2965
servlet-raw,18128,43383,66162,78139,82924,78795
play-scala,9414,15936,19532,21593,22455,22500
flask,3749,3872,3842,3841,3839,3840
phreeze,253,885,716,549,778,782
yesod,10254,23240,32443,33063,34091,31789
openresty,17893,44594,69251,89686,97550,97818
tornado-raw,3935,5147,5687,5902,5881,5729
rails-stripped-ruby,3378,3625,3604,3602,3593,3569
django-stripped,2840,3405,3406,3406,3408,3407
bottle-mysql-raw,11482,16438,16529,16563,16597,16566
codeigniter,520,573,573,572,569,562
scalatra-raw,15730,33725,44848,47023,46894,44281
play1siena,9944,9819,9112,9122,9095,9205
